Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep) 
 05/07  17:00:00,35.1,134.1 
 05/07  17:10:00,34.9,129.3 
 05/07  17:20:00,34.9,120.8 
 05/07  17:30:00,34.7,111.3 
 05/07  17:40:00,34.7,101.5 
 05/07  17:50:00,34.7,92.6 
 05/07  18:00:00,34.6,81.5 
 05/07  18:10:00,34.5,68.03 
 05/07  18:20:00,34.2,58.42 
 05/07  18:30:00,34.0,47.92 
 05/07  18:40:00,33.8,37.36 
 05/07  18:50:00,33.5,27.4 
 05/07  19:00:00,33.3,0.0 
 05/07  19:10:00,33.0,0.0 
 05/07  19:20:00,32.7,0.0 
 05/07  19:30:00,32.5,0.0 
 05/07  19:40:00,32.3,0.0 
 05/07  19:50:00,32.1,0.0 
 05/07  20:00:00,31.9,0.0 
 05/07  20:10:00,31.6,0.0 
 05/07  20:20:00,31.1,0.0 
 05/07  20:30:00,30.7,0.0 
 05/07  20:40:00,30.5,0.0 
 05/07  20:50:00,30.4,0.0 
 05/07  21:00:00,30.1,0.0 
 05/07  21:10:00,29.0,0.0 
 05/07  21:20:00,29.0,0.0 
 05/07  21:30:00,29.5,0.0 
 05/07  21:40:00,29.1,0.0 
 05/07  21:50:00,28.9,0.0 
 05/07  22:00:00,28.1,0.0 
 05/07  22:10:00,27.2,0.0 
 05/07  22:20:00,26.6,0.0 
 05/07  22:30:00,26.9,0.0 
 05/07  22:40:00,26.4,0.0 
 05/07  22:50:00,26.7,0.0 
 05/07  23:00:00,26.9,0.0 
 05/07  23:10:00,26.6,0.0 
 05/07  23:20:00,25.8,0.0 
 05/07  23:30:00,25.0,0.0 
 05/07  23:40:00,25.5,0.0 
 05/07  23:50:00,25.7,0.0 
 05/07  24:00:00,25.3,0.0 
 05/08  00:10:00,24.6,0.0 
 05/08  00:20:00,24.5,0.0 
 05/08  00:30:00,23.9,0.0 
 05/08  00:40:00,24.2,0.0 
 05/08  00:50:00,24.1,0.0 
 05/08  01:00:00,23.8,0.0 
 05/08  01:10:00,22.9,0.0 
 05/08  01:20:00,22.9,0.0 
 05/08  01:30:00,23.0,0.0 
 05/08  01:40:00,23.0,0.0 
 05/08  01:50:00,22.2,0.0 
 05/08  02:00:00,22.6,0.0 
 05/08  02:10:00,23.0,0.0 
 05/08  02:20:00,22.5,0.0 
 05/08  02:30:00,22.9,0.0 
 05/08  02:40:00,22.1,0.0 
 05/08  02:50:00,22.4,0.0 
 05/08  03:00:00,22.5,0.0 
 05/08  03:10:00,22.7,0.0 
 05/08  03:20:00,22.6,0.0 
 05/08  03:30:00,22.0,0.0 
 05/08  03:40:00,22.1,0.0 
 05/08  03:50:00,21.7,0.0 
 05/08  04:00:00,21.7,0.0 
 05/08  04:10:00,21.8,0.0 
 05/08  04:20:00,22.1,0.0 
 05/08  04:30:00,21.8,0.0 
 05/08  04:40:00,21.6,0.0 
 05/08  04:50:00,21.8,0.0 
 05/08  05:00:00,21.1,0.0 
 05/08  05:10:00,20.8,0.0 
 05/08  05:20:00,21.2,0.0 
 05/08  05:30:00,21.0,0.0 
 05/08  05:40:00,20.6,0.0 
 05/08  05:50:00,20.8,0.0 
 05/08  06:00:00,20.2,0.0 
 05/08  06:10:00,20.1,0.0 
 05/08  06:20:00,19.8,0.0 
 05/08  06:30:00,19.5,2.404 
 05/08  06:40:00,19.5,10.13 
 05/08  06:50:00,19.4,19.97 
 05/08  07:00:00,20.1,31.87 
 05/08  07:10:00,19.9,42.49 
 05/08  07:20:00,20.5,53.31 
 05/08  07:30:00,20.9,64.15 
 05/08  07:40:00,21.5,75.28 
 05/08  07:50:00,22.6,85.3 
 05/08  08:00:00,23.7,95.0 
 05/08  08:10:00,23.5,105.4 
 05/08  08:20:00,23.7,115.1 
 05/08  08:30:00,24.5,124.0 
 05/08  08:40:00,25.4,131.6 
 05/08  08:50:00,26.4,142.0 
 05/08  09:00:00,26.6,150.9 
 05/08  09:10:00,27.1,158.3 
 05/08  09:20:00,26.9,164.2 
 05/08  09:30:00,26.7,169.1 
 05/08  09:40:00,28.1,175.0 
 05/08  09:50:00,28.5,180.0 
 05/08  10:00:00,28.9,185.1 
 05/08  10:10:00,28.7,189.8 
 05/08  10:20:00,29.1,194.8 
 05/08  10:30:00,28.7,197.2 
 05/08  10:40:00,28.9,199.5 
 05/08  10:50:00,29.1,202.9 
 05/08  11:00:00,29.2,202.2 
 05/08  11:10:00,30.0,199.3 
 05/08  11:20:00,30.6,198.7 
 05/08  11:30:00,29.9,197.7 
 05/08  11:40:00,30.8,195.4 
 05/08  11:50:00,31.5,195.9 
 05/08  12:00:00,32.1,192.8 
 05/08  12:10:00,31.8,189.7 
 05/08  12:20:00,31.6,186.0 
 05/08  12:30:00,32.1,190.2 
 05/08  12:40:00,31.9,194.7 
 05/08  12:50:00,32.3,209.9 
 05/08  13:00:00,32.5,219.6 
 05/08  13:10:00,33.1,219.0 
 05/08  13:20:00,33.2,218.6 
 05/08  13:30:00,33.2,216.0 
 05/08  13:40:00,33.6,205.4 
 05/08  13:50:00,33.7,199.8 
 05/08  14:00:00,33.7,210.7 
 05/08  14:10:00,34.1,208.8 
 05/08  14:20:00,34.2,209.9 
 05/08  14:30:00,34.6,197.6 
 05/08  14:40:00,34.2,192.1 
 05/08  14:50:00,34.5,179.9 
 05/08  15:00:00,34.4,174.7 
 05/08  15:10:00,35.5,173.3 
 05/08  15:20:00,35.0,164.2 
 05/08  15:30:00,35.0,151.0 
 05/08  15:40:00,35.2,135.3 
 05/08  15:50:00,35.3,130.4 
 05/08  16:00:00,35.3,129.5 
 05/08  16:10:00,35.1,131.1 
 05/08  16:20:00,35.1,128.4 
 05/08  16:30:00,35.2,124.8 
 05/08  16:40:00,35.4,111.5 
 05/08  16:50:00,35.5,97.3 
 05/08  17:00:00,35.3,85.0 
 05/08  17:10:00,35.1,83.0 
 05/08  17:20:00,35.2,73.31 
 05/08  17:30:00,35.0,69.04 
 05/08  17:40:00,34.8,61.98 
 05/08  17:50:00,34.7,60.77 
 05/08  18:00:00,34.7,56.9 
 05/08  18:10:00,34.5,51.97 
 05/08  18:20:00,34.4,46.74 
 05/08  18:30:00,34.2,40.21 
 05/08  18:40:00,34.0,31.46 
 05/08  18:50:00,33.7,22.68 
 05/08  19:00:00,33.5,0.0 
 05/08  19:10:00,33.2,0.0 
 05/08  19:20:00,33.0,0.0 
 05/08  19:30:00,32.8,0.0 
 05/08  19:40:00,32.5,0.0 
 05/08  19:50:00,32.3,0.0 
 05/08  20:00:00,31.9,0.0 
 05/08  20:10:00,31.4,0.0 
 05/08  20:20:00,31.0,0.0 
 05/08  20:30:00,30.6,0.0 
 05/08  20:40:00,28.8,0.0 
 05/08  20:50:00,27.9,0.0 
 05/08  21:00:00,27.6,0.0 
 05/08  21:10:00,26.7,0.0 
 05/08  21:20:00,26.5,0.0 
 05/08  21:30:00,26.5,0.0 
 05/08  21:40:00,27.0,0.0 
 05/08  21:50:00,26.5,0.0 
 05/08  22:00:00,26.0,0.0 
 05/08  22:10:00,26.1,0.0 
 05/08  22:20:00,25.6,0.0 
 05/08  22:30:00,25.2,0.0 
 05/08  22:40:00,25.7,0.0 
 05/08  22:50:00,24.9,0.0 
 05/08  23:00:00,25.4,0.0 
 05/08  23:10:00,25.2,0.0 
 05/08  23:20:00,24.8,0.0 
 05/08  23:30:00,24.2,0.0 
 05/08  23:40:00,24.0,0.0 
 05/08  23:50:00,24.1,0.0 
 05/08  24:00:00,23.2,0.0 
 05/09  00:10:00,23.2,0.0 
 05/09  00:20:00,23.2,0.0 
 05/09  00:30:00,23.3,0.0 
 05/09  00:40:00,23.6,0.0 
 05/09  00:50:00,23.6,0.0 
 05/09  01:00:00,24.0,0.0 
 05/09  01:10:00,23.8,0.0 
 05/09  01:20:00,23.7,0.0 
 05/09  01:30:00,23.4,0.0 
 05/09  01:40:00,23.4,0.0 
 05/09  01:50:00,23.4,0.0 
 05/09  02:00:00,23.0,0.0 
 05/09  02:10:00,22.8,0.0 
 05/09  02:20:00,22.6,0.0 
 05/09  02:30:00,22.0,0.0 
 05/09  02:40:00,21.9,0.0 
 05/09  02:50:00,21.6,0.0 
 05/09  03:00:00,21.5,0.0 
 05/09  03:10:00,21.5,0.0 
 05/09  03:20:00,21.4,0.0 
 05/09  03:30:00,21.3,0.0 
 05/09  03:40:00,21.2,0.0 
 05/09  03:50:00,21.0,0.0 
 05/09  04:00:00,21.0,0.0 
 05/09  04:10:00,20.6,0.0 
 05/09  04:20:00,20.5,0.0 
 05/09  04:30:00,20.5,0.0 
 05/09  04:40:00,20.7,0.0 
 05/09  04:50:00,20.7,0.0 
 05/09  05:00:00,20.8,0.0 
 05/09  05:10:00,20.5,0.0 
 05/09  05:20:00,20.0,0.0 
 05/09  05:30:00,20.7,0.0 
 05/09  05:40:00,20.1,0.0 
 05/09  05:50:00,20.0,0.0 
 05/09  06:00:00,19.9,0.0 
 05/09  06:10:00,19.8,0.0 
 05/09  06:20:00,19.8,0.0 
 05/09  06:30:00,19.8,1.945 
 05/09  06:40:00,19.1,11.11 
 05/09  06:50:00,19.5,17.51 
 05/09  07:00:00,19.5,32.53 
 05/09  07:10:00,19.7,44.57 
 05/09  07:20:00,20.3,55.06 
 05/09  07:30:00,20.4,62.65 
 05/09  07:40:00,20.8,72.86 
 05/09  07:50:00,21.5,84.0 
 05/09  08:00:00,22.1,94.7 
 05/09  08:10:00,22.9,105.8 
 05/09  08:20:00,23.7,110.0 
 05/09  08:30:00,24.9,117.5 
 05/09  08:40:00,25.9,130.4 
 05/09  08:50:00,26.4,122.3 
 05/09  09:00:00,26.2,130.2 
 05/09  09:10:00,26.6,131.4 
 05/09  09:20:00,26.9,134.0 
 05/09  09:30:00,27.0,138.3 
 05/09  09:40:00,27.7,142.8 
 05/09  09:50:00,28.0,149.2 
 05/09  10:00:00,28.2,156.3 
 05/09  10:10:00,28.2,163.4 
 05/09  10:20:00,27.8,169.6 
 05/09  10:30:00,28.6,171.5 
 05/09  10:40:00,28.6,171.0 
 05/09  10:50:00,29.1,174.3 
 05/09  11:00:00,29.3,178.6 
 05/09  11:10:00,30.2,181.2 
 05/09  11:20:00,29.8,184.6 
 05/09  11:30:00,30.4,189.2 
 05/09  11:40:00,31.1,193.8 
 05/09  11:50:00,31.6,202.5 
 05/09  12:00:00,32.4,219.1 
 05/09  12:10:00,32.9,202.5 
 05/09  12:20:00,33.2,203.3 
 05/09  12:30:00,32.3,203.0 
 05/09  12:40:00,32.0,211.3 
 05/09  12:50:00,32.4,221.7 
 05/09  13:00:00,32.4,245.7 
 05/09  13:10:00,33.0,271.0 
 05/09  13:20:00,33.1,265.9 
 05/09  13:30:00,33.0,283.9 
 05/09  13:40:00,33.3,299.7 
 05/09  13:50:00,33.9,272.6 
 05/09  14:00:00,34.4,252.5 
 05/09  14:10:00,34.2,228.3 
 05/09  14:20:00,33.8,206.3 
 05/09  14:30:00,33.7,205.9 
 05/09  14:40:00,33.9,193.1 
 05/09  14:50:00,33.8,196.3 
 05/09  15:00:00,34.7,203.1 
 05/09  15:10:00,35.4,188.1 
 05/09  15:20:00,35.1,186.8 
 05/09  15:30:00,34.9,226.1 
 05/09  15:40:00,34.8,233.2 
 05/09  15:50:00,35.4,183.3 
 05/09  16:00:00,35.1,184.2 
 05/09  16:10:00,35.7,206.3 
 05/09  16:20:00,35.5,218.9 
 05/09  16:30:00,35.4,211.8 
 05/09  16:40:00,35.2,167.1 
 05/09  16:50:00,35.3,140.6 
 05/09  17:00:00,35.3,117.2 
 05/09  17:10:00,35.4,104.8 
 05/09  17:20:00,35.1,95.1 
 05/09  17:30:00,35.0,84.4 
 05/09  17:40:00,35.0,83.3 
 05/09  17:50:00,34.9,73.59 
 05/09  18:00:00,34.7,68.6 
 05/09  18:10:00,34.7,60.96 
 05/09  18:20:00,34.6,52.65 
 05/09  18:30:00,34.2,45.76 
 05/09  18:40:00,34.0,35.29 
 05/09  18:50:00,33.7,15.48 
 05/09  19:00:00,33.2,0.0 
 05/09  19:10:00,32.9,0.0 
 05/09  19:20:00,32.5,0.0 
 05/09  19:30:00,32.1,0.0 
 05/09  19:40:00,31.7,0.0 
 05/09  19:50:00,31.4,0.0 
 05/09  20:00:00,31.1,0.0 
 05/09  20:10:00,30.8,0.0 
 05/09  20:20:00,30.5,0.0 
 05/09  20:30:00,30.1,0.0 
 05/09  20:40:00,29.5,0.0 
 05/09  20:50:00,29.4,0.0 
 05/09  21:00:00,29.4,0.0 
 05/09  21:10:00,28.8,0.0 
 05/09  21:20:00,28.8,0.0 
 05/09  21:30:00,28.9,0.0 
 05/09  21:40:00,29.2,0.0 
 05/09  21:50:00,28.9,0.0 
 05/09  22:00:00,28.3,0.0 
 05/09  22:10:00,29.0,0.0 
 05/09  22:20:00,29.0,0.0 
 05/09  22:30:00,29.2,0.0 
 05/09  22:40:00,29.0,0.0 
 05/09  22:50:00,28.5,0.0 
 05/09  23:00:00,27.1,0.0 
 05/09  23:10:00,26.5,0.0 
 05/09  23:20:00,26.2,0.0 
 05/09  23:30:00,26.1,0.0 
 05/09  23:40:00,25.9,0.0 
 05/09  23:50:00,25.7,0.0 
 05/09  24:00:00,25.0,0.0 
 05/10  00:10:00,24.2,0.0 
 05/10  00:20:00,24.9,0.0 
 05/10  00:30:00,24.9,0.0 
 05/10  00:40:00,24.4,0.0 
 05/10  00:50:00,23.9,0.0 
 05/10  01:00:00,23.9,0.0 
 05/10  01:10:00,23.8,0.0 
 05/10  01:20:00,23.9,0.0 
 05/10  01:30:00,23.7,0.0 
 05/10  01:40:00,23.4,0.0 
 05/10  01:50:00,23.3,0.0 
 05/10  02:00:00,23.4,0.0 
 05/10  02:10:00,23.5,0.0 
 05/10  02:20:00,23.5,0.0 
 05/10  02:30:00,23.4,0.0 
 05/10  02:40:00,23.0,0.0 
 05/10  02:50:00,22.7,0.0 
 05/10  03:00:00,23.2,0.0 
 05/10  03:10:00,23.0,0.0 
 05/10  03:20:00,22.8,0.0 
 05/10  03:30:00,22.8,0.0 
 05/10  03:40:00,22.1,0.0 
 05/10  03:50:00,21.5,0.0 
 05/10  04:00:00,21.3,0.0 
 05/10  04:10:00,21.0,0.0 
 05/10  04:20:00,20.9,0.0 
 05/10  04:30:00,20.8,0.0 
 05/10  04:40:00,20.8,0.0 
 05/10  04:50:00,20.7,0.0 
 05/10  05:00:00,20.6,0.0 
 05/10  05:10:00,20.7,0.0 
 05/10  05:20:00,20.0,0.0 
 05/10  05:30:00,19.8,0.0 
 05/10  05:40:00,19.7,0.0 
 05/10  05:50:00,19.7,0.0 
 05/10  06:00:00,20.0,0.0 
 05/10  06:10:00,20.2,0.0 
 05/10  06:20:00,19.8,0.0 
 05/10  06:30:00,19.1,2.327 
 05/10  06:40:00,19.6,12.21 
 05/10  06:50:00,19.6,23.28 
 05/10  07:00:00,19.9,31.99 
 05/10  07:10:00,20.4,40.78 
 05/10  07:20:00,20.7,49.79 
 05/10  07:30:00,21.0,57.1 
 05/10  07:40:00,21.9,65.35 
 05/10  07:50:00,22.7,74.13 
 05/10  08:00:00,23.6,82.5 
 05/10  08:10:00,24.8,89.7 
 05/10  08:20:00,26.0,97.2 
 05/10  08:30:00,26.1,102.4 
 05/10  08:40:00,25.6,107.5 
 05/10  08:50:00,25.8,113.4 
 05/10  09:00:00,26.3,120.1 
 05/10  09:10:00,26.1,124.3 
 05/10  09:20:00,26.8,129.7 
 05/10  09:30:00,26.9,136.7 
 05/10  09:40:00,26.8,143.3 
 05/10  09:50:00,27.0,148.5 
 05/10  10:00:00,27.8,152.6 
 05/10  10:10:00,28.1,158.1 
 05/10  10:20:00,28.4,165.1 
 05/10  10:30:00,28.9,171.0 
 05/10  10:40:00,29.2,175.3 
 05/10  10:50:00,29.4,178.6 
 05/10  11:00:00,30.2,178.1 
 05/10  11:10:00,30.7,177.6 
 05/10  11:20:00,31.1,177.8 
 05/10  11:30:00,31.2,177.2 
 05/10  11:40:00,31.3,179.1 
 05/10  11:50:00,31.6,181.5 
 05/10  12:00:00,32.1,188.5 
 05/10  12:10:00,32.0,192.7 
 05/10  12:20:00,32.1,187.9 
 05/10  12:30:00,32.2,178.3 
 05/10  12:40:00,32.4,169.4 
 05/10  12:50:00,32.9,171.6 
 05/10  13:00:00,33.5,170.2 
 05/10  13:10:00,33.2,161.4 
 05/10  13:20:00,33.2,153.3 
 05/10  13:30:00,33.3,148.7 
 05/10  13:40:00,33.2,150.4 
 05/10  13:50:00,33.7,157.3 
 05/10  14:00:00,33.8,163.6 
 05/10  14:10:00,33.7,168.3 
 05/10  14:20:00,34.3,173.2 
 05/10  14:30:00,34.6,182.7 
 05/10  14:40:00,34.6,191.3 
 05/10  14:50:00,34.7,194.9 
 05/10  15:00:00,34.1,195.4 
 05/10  15:10:00,34.6,198.3 
 05/10  15:20:00,35.0,202.8 
 05/10  15:30:00,34.8,199.1 
 05/10  15:40:00,35.0,194.7 
 05/10  15:50:00,35.4,186.9 
 05/10  16:00:00,35.0,172.7 
 05/10  16:10:00,35.1,160.1 
 05/10  16:20:00,35.4,147.7 
 05/10  16:30:00,35.7,135.3 
 05/10  16:40:00,35.7,126.8 
 05/10  16:50:00,35.5,119.0 
 05/10  17:00:00,35.3,113.1 
 05/10  17:10:00,35.2,106.9 
 05/10  17:20:00,35.1,101.2 
 05/10  17:30:00,35.0,95.2 
 05/10  17:40:00,34.8,90.1 
 05/10  17:50:00,34.5,86.7 
 05/10  18:00:00,34.4,79.76 
 05/10  18:10:00,34.4,71.61 
 05/10  18:20:00,34.0,63.05 
 05/10  18:30:00,33.7,52.65 
 05/10  18:40:00,33.5,40.86 
 05/10  18:50:00,33.2,29.42 
 05/10  19:00:00,32.8,0.0 
 05/10  19:10:00,32.4,0.0 
 05/10  19:20:00,32.2,0.0 
 05/10  19:30:00,31.9,0.0 
 05/10  19:40:00,31.7,0.0 
 05/10  19:50:00,31.5,0.0 
 05/10  20:00:00,31.2,0.0 
 05/10  20:10:00,31.0,0.0 
 05/10  20:20:00,30.7,0.0 
 05/10  20:30:00,30.4,0.0 
 05/10  20:40:00,30.1,0.0 
 05/10  20:50:00,29.8,0.0 
 05/10  21:00:00,29.1,0.0 
 05/10  21:10:00,27.8,0.0 
 05/10  21:20:00,27.1,0.0 
 05/10  21:30:00,27.0,0.0 
 05/10  21:40:00,27.3,0.0 
 05/10  21:50:00,27.1,0.0 
 05/10  22:00:00,26.2,0.0 
 05/10  22:10:00,25.7,0.0 
 05/10  22:20:00,25.8,0.0 
 05/10  22:30:00,25.9,0.0 
 05/10  22:40:00,25.4,0.0 
 05/10  22:50:00,25.3,0.0 
 05/10  23:00:00,26.0,0.0 
 05/10  23:10:00,25.0,0.0 
 05/10  23:20:00,24.7,0.0 
 05/10  23:30:00,25.2,0.0 
 05/10  23:40:00,25.2,0.0 
 05/10  23:50:00,24.7,0.0 
 05/10  24:00:00,24.7,0.0 
 05/11  00:10:00,24.7,0.0 
 05/11  00:20:00,23.9,0.0 
 05/11  00:30:00,23.8,0.0 
 05/11  00:40:00,24.1,0.0 
 05/11  00:50:00,24.4,0.0 
 05/11  01:00:00,24.6,0.0 
 05/11  01:10:00,24.8,0.0 
 05/11  01:20:00,24.4,0.0 
 05/11  01:30:00,23.9,0.0 
 05/11  01:40:00,23.7,0.0 
 05/11  01:50:00,23.8,0.0 
 05/11  02:00:00,23.7,0.0 
 05/11  02:10:00,23.7,0.0 
 05/11  02:20:00,23.8,0.0 
 05/11  02:30:00,23.6,0.0 
 05/11  02:40:00,23.9,0.0 
 05/11  02:50:00,23.9,0.0 
 05/11  03:00:00,23.7,0.0 
 05/11  03:10:00,23.6,0.0 
 05/11  03:20:00,23.3,0.0 
 05/11  03:30:00,23.3,0.0 
 05/11  03:40:00,23.0,0.0 
 05/11  03:50:00,22.8,0.0 
 05/11  04:00:00,22.5,0.0 
 05/11  04:10:00,22.4,0.0 
 05/11  04:20:00,21.7,0.0 
 05/11  04:30:00,21.6,0.0 
 05/11  04:40:00,21.2,0.0 
 05/11  04:50:00,20.9,0.0 
 05/11  05:00:00,20.8,0.0 
 05/11  05:10:00,20.8,0.0 
 05/11  05:20:00,20.6,0.0 
 05/11  05:30:00,20.5,0.0 
 05/11  05:40:00,20.6,0.0 
 05/11  05:50:00,20.8,0.0 
 05/11  06:00:00,20.9,0.0 
 05/11  06:10:00,20.5,0.0 
 05/11  06:20:00,20.5,0.0 
 05/11  06:30:00,20.5,3.233 
 05/11  06:40:00,20.5,11.67 
 05/11  06:50:00,20.6,22.32 
 05/11  07:00:00,20.7,32.84 
 05/11  07:10:00,21.0,44.76 
 05/11  07:20:00,21.2,56.54 
 05/11  07:30:00,21.8,67.37 
 05/11  07:40:00,22.2,76.72 
 05/11  07:50:00,22.2,89.1 
 05/11  08:00:00,23.3,101.1 
 05/11  08:10:00,23.8,110.4 
 05/11  08:20:00,24.7,119.7 
 05/11  08:30:00,25.5,130.9 
 05/11  08:40:00,25.7,142.6 
 05/11  08:50:00,26.0,152.6 
 05/11  09:00:00,26.5,161.3 
 05/11  09:10:00,26.9,171.4 
 05/11  09:20:00,26.8,181.3 
 05/11  09:30:00,27.2,190.0 
 05/11  09:40:00,27.3,198.6 
 05/11  09:50:00,27.7,207.6 
 05/11  10:00:00,28.2,215.6 
 05/11  10:10:00,28.4,222.8 
 05/11  10:20:00,28.5,228.9 
 05/11  10:30:00,28.9,234.3 
 05/11  10:40:00,28.7,239.4 
 05/11  10:50:00,28.5,246.2 
 05/11  11:00:00,28.8,248.1 
 05/11  11:10:00,29.4,255.5 
 05/11  11:20:00,29.8,258.3 
 05/11  11:30:00,29.2,262.0 
 05/11  11:40:00,30.2,265.9 
 05/11  11:50:00,30.2,268.4 
 05/11  12:00:00,30.0,270.8 
 05/11  12:10:00,30.5,270.6 
 05/11  12:20:00,30.3,269.6 
 05/11  12:30:00,30.9,269.1 
 05/11  12:40:00,31.6,267.1 
 05/11  12:50:00,32.6,269.3 
 05/11  13:00:00,31.9,274.8 
 05/11  13:10:00,32.0,282.9 
 05/11  13:20:00,32.8,288.5 
 05/11  13:30:00,33.1,297.9 
 05/11  13:40:00,33.5,305.2 
 05/11  13:50:00,33.5,304.3 
 05/11  14:00:00,33.2,304.9 
 05/11  14:10:00,33.3,307.5 
 05/11  14:20:00,34.2,304.9 
 05/11  14:30:00,34.2,301.1 
 05/11  14:40:00,33.4,303.5 
 05/11  14:50:00,33.8,284.3 
 05/11  15:00:00,34.1,278.5 
 05/11  15:10:00,34.5,272.1 
 05/11  15:20:00,34.7,269.9 
 05/11  15:30:00,34.9,259.8 
 05/11  15:40:00,34.7,247.6 
 05/11  15:50:00,34.6,237.0 
 05/11  16:00:00,34.7,229.3 
 05/11  16:10:00,34.6,231.3 
 05/11  16:20:00,34.6,218.8 
 05/11  16:30:00,35.0,204.6 
 05/11  16:40:00,35.0,193.9 
 05/11  16:50:00,34.7,181.4 
 05/11  17:00:00,34.3,161.5 
 05/11  17:10:00,34.7,147.5 
 05/11  17:20:00,34.8,154.0 
 05/11  17:30:00,34.9,144.4 
 05/11  17:40:00,34.9,128.7 
 05/11  17:50:00,34.6,114.7 
 05/11  18:00:00,34.2,97.9 
 05/11  18:10:00,34.0,92.7 
 05/11  18:20:00,33.9,71.25 
 05/11  18:30:00,33.7,55.19 
 05/11  18:40:00,33.5,39.4 
 05/11  18:50:00,33.2,25.45 
 05/11  19:00:00,32.8,0.0 
 05/11  19:10:00,32.5,0.0 
 05/11  19:20:00,32.1,0.0 
 05/11  19:30:00,31.7,0.0 
 05/11  19:40:00,31.3,0.0 
 05/11  19:50:00,31.0,0.0 
 05/11  20:00:00,30.4,0.0 
 05/11  20:10:00,29.8,0.0 
 05/11  20:20:00,29.8,0.0 
 05/11  20:30:00,29.2,0.0 
 05/11  20:40:00,29.0,0.0 
 05/11  20:50:00,28.9,0.0 
 05/11  21:00:00,28.9,0.0 
 05/11  21:10:00,28.8,0.0 
 05/11  21:20:00,28.4,0.0 
 05/11  21:30:00,27.9,0.0 
 05/11  21:40:00,27.7,0.0 
 05/11  21:50:00,27.2,0.0 
 05/11  22:00:00,26.6,0.0 
 05/11  22:10:00,27.4,0.0 
 05/11  22:20:00,26.8,0.0 
 05/11  22:30:00,26.8,0.0 
 05/11  22:40:00,26.3,0.0 
 05/11  22:50:00,26.2,0.0 
 05/11  23:00:00,26.2,0.0 
 05/11  23:10:00,26.4,0.0 
 05/11  23:20:00,26.5,0.0 
 05/11  23:30:00,26.7,0.0 
 05/11  23:40:00,26.6,0.0 
 05/11  23:50:00,26.4,0.0 
 05/11  24:00:00,26.5,0.0 
 05/12  00:10:00,26.5,0.0 
 05/12  00:20:00,25.1,0.0 
 05/12  00:30:00,24.2,0.0 
 05/12  00:40:00,24.2,0.0 
 05/12  00:50:00,24.8,0.0 
 05/12  01:00:00,25.1,0.0 
 05/12  01:10:00,24.4,0.0 
 05/12  01:20:00,24.8,0.0 
 05/12  01:30:00,24.2,0.0 
 05/12  01:40:00,23.9,0.0 
 05/12  01:50:00,24.1,0.0 
 05/12  02:00:00,23.6,0.0 
 05/12  02:10:00,23.3,0.0 
 05/12  02:20:00,23.3,0.0 
 05/12  02:30:00,22.9,0.0 
 05/12  02:40:00,22.7,0.0 
 05/12  02:50:00,23.0,0.0 
 05/12  03:00:00,23.2,0.0 
 05/12  03:10:00,23.0,0.0 
 05/12  03:20:00,22.8,0.0 
 05/12  03:30:00,22.8,0.0 
 05/12  03:40:00,22.6,0.0 
 05/12  03:50:00,23.3,0.0 
 05/12  04:00:00,23.1,0.0 
 05/12  04:10:00,23.2,0.0 
 05/12  04:20:00,23.0,0.0 
 05/12  04:30:00,23.0,0.0 
 05/12  04:40:00,23.0,0.0 
 05/12  04:50:00,22.6,0.0 
 05/12  05:00:00,21.6,0.0 
 05/12  05:10:00,21.3,0.0 
 05/12  05:20:00,21.8,0.0 
 05/12  05:30:00,21.0,0.0 
 05/12  05:40:00,20.5,0.0 
 05/12  05:50:00,20.5,0.0 
 05/12  06:00:00,20.4,0.0 
 05/12  06:10:00,20.4,0.0 
 05/12  06:20:00,20.4,0.032 
 05/12  06:30:00,20.1,3.856 
 05/12  06:40:00,20.3,13.18 
 05/12  06:50:00,20.5,23.99 
 05/12  07:00:00,20.8,35.56 
 05/12  07:10:00,20.8,46.92 
 05/12  07:20:00,21.0,57.84 
 05/12  07:30:00,21.5,70.5 
 05/12  07:40:00,21.9,83.4 
 05/12  07:50:00,22.4,96.3 
 05/12  08:00:00,22.9,111.1 
 05/12  08:10:00,23.2,125.9 
 05/12  08:20:00,24.2,138.2 
 05/12  08:30:00,25.0,152.6 
 05/12  08:40:00,25.7,167.0 
 05/12  08:50:00,25.4,179.0 
 05/12  09:00:00,25.5,189.7 
 05/12  09:10:00,25.7,199.1 
 05/12  09:20:00,26.0,208.6 
 05/12  09:30:00,26.0,218.3 
 05/12  09:40:00,26.5,230.0 
 05/12  09:50:00,26.5,242.1 
 05/12  10:00:00,26.5,252.6 
 05/12  10:10:00,26.5,266.5 
 05/12  10:20:00,27.0,279.0 
 05/12  10:30:00,27.0,289.2 
 05/12  10:40:00,27.6,296.6 
 05/12  10:50:00,28.2,301.3 
 05/12  11:00:00,28.8,308.5 
 05/12  11:10:00,28.6,317.6 
 05/12  11:20:00,28.7,325.8 
 05/12  11:30:00,29.0,325.3 
 05/12  11:40:00,28.2,330.4 
 05/12  11:50:00,28.8,339.1 
 05/12  12:00:00,29.8,345.6 
 05/12  12:10:00,30.5,355.7 
 05/12  12:20:00,30.4,354.3 
 05/12  12:30:00,30.9,351.3 
 05/12  12:40:00,31.2,350.7 
 05/12  12:50:00,31.1,352.2 
